"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 3","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-mimar-sinan-merkez-kiralik/daire/71777-1453","35","16.500","10-05-2025","Kiralık Daire","1 +
                          1","60 m²","11
                        Yaşında","4. Kat","","","","Mimar Sinan Mah. Otoparklı Binada Teras Kat 1+1 Kiralık Daire","İstanbul / Büyükçekmece / Mimar Sinan Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/1/7/7/4/4/4/4803a1f6-b550-48a9-b4cb-5a513faa711d.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/136233-477","26","14.000","08-05-2025","Kiralık Daire","2 +
                          1","98 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Esenyuer Akevlerde Kiralıkdaire Site İçerisin De 2+1","İstanbul / Esenyurt / Talatpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/5/8/4/4/4/4/70527e56eebadeffcab4276b85ac7a4d45abdfeddfa07e63b2dd9308c03d5d71880eb33084028c34229ac652001ca30e.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-kiralik/daire/145446-513","23","15.000","05-05-2025","Kiralık Daire","1 +
                          1","70 m²","15
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nine Hatun Mah. 15 Yıllık , 1+1, 70m2, Yüksek Giriş Temiz Masrafsız Kullanışlı Kiralık Daire","İstanbul / Esenler / Nine Hatun Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/4/7/1/4/4/4/1744623438-683466-44417430.jpeg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cinar-kiralik/daire/66056-10138","35","47.500","09-05-2025","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Küçükyalıda Harika Lokasyonda Asansörlü 3+1 Daire","İstanbul / Maltepe / Çınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kacmaz-emlak-altintepe-66056","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/7/3/0/2/4/4/fb576ef8-9523-476f-8ee2-068410166258.jpg","Whatsapp","Kaçmaz Emlak Altıntepe","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/0/6/6/0/c7a099ad-2bd0-41c5-bcdb-2909d47fa4ba.png",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-kiralik/daire/138823-182","40","39.000","07-05-2025","Kiralık Daire","3 +
                          1","95 m²","38
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kadıköy Moda'da Butik Binada İçi Tamamen Yenilenmiş Balkonlu Kombili 3+1 Kiralık Daire","İstanbul / Kadıköy / Caferağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/hakan-ercan-pusula-gayrimenkul-138823","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/9/4/4/1/4/4/b501020a-ae7a-4cdf-ade6-441715e94eef.jpg","Whatsapp","Hakan Ercan Pusula Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/2/8/8/3/1/5a019506-be94-45b7-99db-40c9f148fc3d.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/daire/1472-1121","51","80.000","10-05-2025","Kiralık Daire","3 +
                          1","160 m²","40
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Levazım Mahallesi Korukent Sitesi'nde 3+1 160 M2 Manzaralı Bakımlı Kiralık Daire","İstanbul / Beşiktaş / Levazım Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/6/4/1/4/4/1738826730162-44146563.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/daire/128033-78","41","47.500","06-05-2025","Kiralık Daire","1 +
                          1","64 m²","8
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Koç Üniversitesi Öğrencilerine Sarıyer Studiolife Sitesinde 1+1 64 M2 Full Eşyalı Dair","İstanbul / Sarıyer / Zekeriyaköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/mine-muslu-toprakidis-gayrimenkul-128033","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/7/0/2/8/3/4/e4092181-2666-4afa-a88e-7533ca4c0d23.jpg","Whatsapp","Mine Muslu Toprakidis Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/0/8/2/1/28eaca89-9043-4d1e-bfbf-b7beeffbf6ae.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/residence/65982-2098","55","52.000","07-05-2025","Kiralık Residence","2 +
                          1","107 m²","5
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kağıthane Beyazhane Rezidans 2+1 Satılık","İstanbul / Kağıthane / Sultan Selim Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/8/5/4/4/3/4/5a167cf2-d0ad-4239-b6ea-31870ef0d156.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-adalar-nizam-kiralik/daire/39631-906","10","250.000","09-05-2025","Kiralık Daire","3 +
                          1","120 m²","35
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Deriş Gayrimenkulden Büyükada Çınar Caddesinde Bulunan Taş Evin 3+1 Müstakil Girişli Dairesi.","İstanbul / Adalar / Nizam Mah.","https://www.hepsiemlak.com/emlak-ofisi/deris-gayrimenkul-danismanlik-39631","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/2/1/5/4/4/00ac512c-6366-45ae-853a-dfd880e1006c.jpg","Whatsapp","Deriş Gayrimenkul Danışmanlık","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/6/9/3/0/3e895948-270b-4f23-8cef-6cf6614ba8a6.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-cumhuriyet-kiralik/daire/120150-3366","30","30.000","08-05-2025","Kiralık Daire","3 +
                          1","120 m²","20
                        Yaşında","2. Kat","","","","F-L Emlaktan Bulgurlu Cumhuriyette 3+1 Arakat","İstanbul / Üsküdar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/8/8/7/5/4/4/1746459287-471365-44578896.jpeg","Whatsapp","F-l Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/9/9/1/4/7/2/97544f00-ed93-41d7-b14d-0020d641f3a6.jpg","Fatih
          Latif"
"https://www.hepsiemlak.com/istanbul-kadikoy-osmanaga-kiralik/daire/80253-908","18","40.000","08-05-2025","Kiralık Daire","Stüdyo","60 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kadıköy Merkez Vişne Sokak Yeni Binada Kiralık Daire Fırsatı","İstanbul / Kadıköy / Osmanağa Mah.","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-evliya-celebi-kiralik/daire/19404-5512","18","26.000","09-05-2025","Kiralık Daire","1 +
                          1","70 m²","10
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Akçadağ Gayrimenkul'den Bahçe Kullanımlı 1+1 Kiralık Daire","İstanbul / Tuzla / Evliya Çelebi Mah.","https://www.hepsiemlak.com/emlak-ofisi/akcadag-gayrimenkul-19404","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/4/9/1/0/cfcc184c-9dcc-4c9c-b671-d2a002e18c57.jpg","Whatsapp","Akçadağ Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/0-44581108","4","10.000","06-05-2025","Kiralık Daire","2 +
                          1","90 m²","29
                        Yaşında","4. Kat","","","","Şişli Merkez Kiralık Oda","İstanbul / Şişli / Merkez Mah.","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/18825-2783","25","15.500","09-05-2025","Kiralık Daire","1 +
                          1","75 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","🔑 Kaıthane Harmantepe De Kiralık 1+1 Temiz Daire","İstanbul / Kağıthane / Harmantepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/7/2/9/9/3/4/1746718541945-43992764.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-kiralik/daire/2328-10461","20","71.500","08-05-2025","Kiralık Daire","3 +
                          1","130 m²","3
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Göztepe Mınıbüs Yoluna Cephe Hastane Karşısı 3+1 Kıralık Daıre","İstanbul / Kadıköy / Zühtüpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-armoni-gayrimenkul-2328","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/7/7/9/5/4/4/a9d61952-d8d4-47b8-96d5-f7b3408c319c.jpg","Whatsapp","Remax Armoni Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/3/2/0/0/d7961ded-5bac-43e5-97be-a2b00a922425.jpg",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/24340-5084","34","140.000","06-05-2025","Kiralık Daire","3 +
                          1","250 m²","7
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aya Göktürk Evleri 3+1 Apartment Empty 204 M2 Net With Social Facilities Snowboard'dan","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/2/9/7/5/3/4/dfe32755-7da1-4ba5-9139-90e4bd6ed1a4.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/7182-4989","9","19.000","10-05-2025","Kiralık Daire","3 +
                          1","160 m²","25
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Invest Lake Dan 3+1 Kiralık Daire","İstanbul / Küçükçekmece / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/invest-lake-7182","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/1/5/0/6/4/4/1746825180-999234-44605129.jpeg","Whatsapp","İnvest Lake","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/1/7/0/0/53a65f4f-2453-411c-a3d9-030a4c57a2e5.jpg",""
"https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-kiralik/daire/8315-15978","9","35.000","07-05-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","20. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Unıtas Team Kadıköy Concord Kiralık 1+1","İstanbul / Kadıköy / Dumlupınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-angora-gayrimenkul-8315","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/1/9/5/4/4/ca1c3480fa73946093a004eaa40a76aec150ace5c92e4ec3ec3c43eb7de6d16876fe16253593a2dac3ccbeb827083ace.jpg","Whatsapp","Kw Angora Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/3/8/0/0/565223f4-8870-4d2e-8f61-c0c61ab2c912.jpg",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-kiralik/daire/5467-3435","9","110.000","10-05-2025","Kiralık Daire","6 +
                          1","260 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","B.Köy İncirli Cad.9 Yıllık 6+2 (ofis-Ev)260m2 Kiralık Dubleks","İstanbul / Bakırköy / Zuhuratbaba Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/1/8/1/3/4/4/08f5c9f3-cdca-4e97-b407-03648ccd196a.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cukur-kiralik/daire/117700-385","11","27.000","04-05-2025","Kiralık Daire","1 +
                          1","55 m²","45
                        Yaşında","En Üst Kat","","","","Beyoğlu Kalyoncukulluğunda 5.Kat Asansörlü Binada Teraslı Şehir Manzaralı 1+1 Full Eşyalı Daire.","İstanbul / Beyoğlu / Çukur Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/0/3/3/4/4/4/1744027746792-44433056.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/17993-44116","11","45.000","08-05-2025","Kiralık Daire","3 +
                          1","100 m²","40
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nişantaşı Merkezde, Bakımlı, Ferah, 3+1 Fırsatı!","İstanbul / Şişli / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-pro-17993","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/5/9/1/4/4/4/1743753620-6757941-44419506.jpeg","Whatsapp","Remax Pro","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/9/9/7/1/0/bd567027-5933-4424-bfc3-9593f829f220.jpg",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-merkezefendi-kiralik/daire/91261-939","17","38.000","09-05-2025","Kiralık Daire","3 +
                          1","100 m²","31
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tercüman Sitesinde 2+1 Kiralık Ofis","İstanbul / Zeytinburnu / Merkezefendi Mah.","https://www.hepsiemlak.com/emlak-ofisi/inter-house-emlak-91261","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/5/1/0/6/4/4/e1302a5e-add7-4694-b09b-34a1ad4c0149.jpg","Whatsapp","İnter House Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/2/1/9/0/2681413f-b60d-4961-a768-4727f4f68d1f.jpg",""
"https://www.hepsiemlak.com/istanbul-fatih-haseki-sultan-kiralik/daire/87105-685","17","27.000","09-05-2025","Kiralık Daire","3 +
                          1","100 m²","40
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Fındıkzade Kızılelma Caddesinde Kiralık Daire","İstanbul / Fatih / Haseki Sultan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/8/6/0/5/4/4/ea115f10-f9cd-4e50-a1d8-8e1e026f1850.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-ahmediye-kiralik/daire/19061-854","25","22.000","05-05-2025","Kiralık Daire","1 +
                          1","60 m²","40
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üsküdar Merkezde Eşyalı Kiralık 1,5+1daire","İstanbul / Üsküdar / Ahmediye Mah.","https://www.hepsiemlak.com/emlak-ofisi/modi-emlak-19061","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/1/8/9/0/2/4/1706084976754-42098111.jpg","Whatsapp","Modi Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/0/9/1/0/6a74453a-97e9-421a-bda9-d8b8a89fa158.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-turkali-kiralik/daire/1217-6269","19","30.000","03-05-2025","Kiralık Daire","1 +
                          1","60 m²","45
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yüksel Önder | Beşiktaş Merkezde Full Eşyalı Bahçeli 1+1 Daire","İstanbul / Beşiktaş / Türkali Mah.","https://www.hepsiemlak.com/emlak-ofisi/yuksel-onder-emlak-1217","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/2/1/9/1/4/4/55a22593-9ed1-42ae-b33c-31cbc79491e1.jpg","Whatsapp","Yüksel Önder Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/0/0/5cf23ecd-64f7-4e07-8e68-9ab2da11ffa6.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-akevler-kiralik/daire/6904-13894","21","25.000","08-05-2025","Kiralık Daire","2 +
                          1","120 m²","6
                        Yaşında","6. Kat","","","","Esenyurt Akevler Mahallesi Venüs Rezidans Eşyalı Kiralık2+1daire","İstanbul / Esenyurt / Akevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-34-gayrimenkul-6904/istanbul-gayrimenkul-6904","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/5/0/9/5/4/4/86052b7e-941e-4d2c-b60d-7cc21f3fcec9.jpg","Whatsapp","İstanbul 34 Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/0/9/6/0/0/9d9315b1-e2c9-4084-b597-531175538a7b.jpg","İstanbul
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/26340-6500","21","32.500","08-05-2025","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üsküdar Valide-İ Atik Mahallesinde Eşyalı Kiralık 2+1 Daire","İstanbul / Üsküdar / Valide-i Atik Mah.","https://www.hepsiemlak.com/emlak-ofisi/pratik-insaat-emlak-26340/mustafa-sahin-26340","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/2/3/7/1/4/4/afb7e273-94b4-419e-b64d-6e0e205a8384.jpg","Whatsapp","Pratik İnşaat Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/4/3/6/2/0/f9218fc0-ee20-4acc-b197-5a78fbd06728.jpg","Mustafa
          Şahin"
"https://www.hepsiemlak.com/istanbul-sisli-izzet-pasa-kiralik/daire/32039-8479","10","27.500","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şışlı İzzetpaşa Nurol Tower Karşısı Masrafsız Daıre","İstanbul / Şişli / İzzet Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/garage-gayrimenkul-32039/ozer-sahan-32039","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/8/6/9/5/4/4/1d1c3e1a-90f9-43db-a6a7-2f5b3072bf64.jpg","Whatsapp","Garage Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/3/0/2/3/0/36e9d93b-03ce-43cc-a730-f7b716fc2255.jpg","Özer
          Şahan"
"https://www.hepsiemlak.com/istanbul-sariyer-maden-kiralik/daire/33208-5858","27","40.000","06-05-2025","Kiralık Daire","1 +
                          1","60 m²","6
                        Yaşında","Çatı Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Diamond Dan Sarıyer Maden De Kiralık 1+1 Eşyalı Daire 60 M2","İstanbul / Sarıyer / Maden Mah.","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208/inci-ersoy-881354","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/0/7/1/2/4/4/1739966424-8917708-44217010.jpeg","Whatsapp","Diamond Proje","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/5/3/1/8/8/d647f341-ba26-41d1-99e5-578bc2c1c4ab.jpg","İnci
          Ersoy"
"https://www.hepsiemlak.com/istanbul-gungoren-guven-kiralik/daire/114218-2745","18","40.000","09-05-2025","Kiralık Daire","3 +
                          1","135 m²","25
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul House'dan Haznedar'da 3+1 Geniş Kiralık Daire","İstanbul / Güngören / Güven Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-house-114218","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/2/9/8/5/4/4/2b29d35a-1adb-4130-8a85-f1f6306f8886.jpg","Whatsapp","İstanbul House","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/2/4/1/1/69e907fc-fb3a-418a-93f7-3deefd7aaff0.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/residence/25165-5833","18","47.500","08-05-2025","Kiralık Residence","1 +
                          1","70 m²","13
                        Yaşında","9. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bomonti Elysium Fantastic'te 1+1 Full Beyaz Eşyalı Kiralık Daire","İstanbul / Şişli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/project-25165","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/4/1/5/4/4/aeb76742-9fe4-48a0-a358-2d1f34d4a247.jpg","Whatsapp","Project","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/6/1/5/2/0/34b14b72-d8f0-4b52-9762-85cc4e6985e4.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-aziz-mahmut-hudayi-kiralik/daire/5167-1924","13","27.500","08-05-2025","Kiralık Daire","2 +
                          1","80 m²","35
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üsküdar Salacak’ta (imrahor) 2 Oda 1 Salon 80 M2 Komple Yenilenmiş Kiralık Daire","İstanbul / Üsküdar / Aziz Mahmut Hüdayi Mah.","https://www.hepsiemlak.com/emlak-ofisi/gold-gayrimenkul-5167/gold-gayrimenkul-5167","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/7/4/9/5/4/4/18a58923-9d0c-4adf-bd67-e48cf5dadc27.jpg","Whatsapp","Gold Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/6/1/5/0/0/828547c3-860c-4901-b6f4-87df079693be.jpg","Gold
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/3090-748","13","25.000","06-05-2025","Kiralık Daire","Stüdyo","50 m²","35
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şişli Osmanbey Metrosuna Çok Yakın Eşyalı Stüdyo Daire","İstanbul / Şişli / Meşrutiyet Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/8/1/1/2/4/4/b9fcaa09-f65b-4419-926b-c7233d3f4283.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-gumuspala-kiralik/daire/7169-8","6","20.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","10
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Avcılar Gümüşpalada 2+1  Kiralık Daire","İstanbul / Avcılar / Gümüşpala Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/3/7/8/4/3/4/1746268518355-43487377.jpg","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-rasimpasa-kiralik/daire/115581-518","15","45.000","04-05-2025","Kiralık Daire","2 +
                          1","100 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kadıköy Merkezde 2 +1 100 M2 Bakımlı Ön Cephe Kiralık Daire","İstanbul / Kadıköy / Rasimpaşa Mah.","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/65704-8827","23","23.000","10-05-2025","Kiralık Daire","1 +
                          1","80 m²","24
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zeynepkamil 1+1 Kombili Masrafsız Kiralık  Daire","İstanbul / Üsküdar / Zeynep Kamil Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozyilmaz-gayrimenkul-65704","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/7/5/6/0/b0451a74-0414-4969-82ef-1340a392cb72.jpg","Whatsapp","Özyılmaz Gayrimenkul","",""
