"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-kadikoy-19-mayis-kiralik/daire/3593-4819","29","63.000","10-05-2025","Kiralık Daire","3 +
                          1","140 m²","32
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / 19 Mayıs Mah.","https://www.hepsiemlak.com/emlak-ofisi/atamert-emlak-3593","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/0/4/8/5/4/4/1746533975-5973191-44584084.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/9/5/3/0/0/dea8b81c-7838-4b30-93df-8f484c233642.jpg","Atamert Emlak","","Atamert Emlak'tan 19 Mayıs Mah. Kutlutaş Hürrüyet Sitesinde 3+1"
"https://www.hepsiemlak.com/istanbul-besiktas-arnavutkoy-kiralik/daire/63901-2323","32","100.000","10-05-2025","Kiralık Daire","1 +
                          1","90 m²","37
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beşiktaş / Arnavutköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/aydin-emlak-63901","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/0/5/9/3/4/0a24acd9-042b-4e9a-8f52-7ab276bafefd.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/9/3/6/0/578e6206-b67a-4c46-bf0a-ddd49c490be9.jpg","Aydın Emlak","","Aydın Emlak Arnavutköy'de Bahçeli Müstakil Girişli 1+1 Yol Yalı Dairesi"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-kiralik/daire/98253-1039","31","25.000","10-05-2025","Kiralık Daire","2 +
                          1","90 m²","20
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Büyükçekmece / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/1/1/2/4/4/4/4be6bbd9-0243-4ce8-86c5-889899fd0b81.jpg","","","","Hedef'ten Denize Sıfır Manzaralı 2+1 80m2 Balkonlu Daire"
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/73540-11374","26","32.000","10-05-2025","Kiralık Daire","4 +
                          1","150 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Ataşehir / İçerenköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/3/6/0/6/4/4/3d25d24c-6196-4041-8411-eceefd894d2a.jpg","","","","Asıa Emlaktan Yeniyol Merkezde İçi Bakımlı Balkonlu Geniş 4+1"
"https://www.hepsiemlak.com/istanbul-tuzla-aydinli-kiralik/daire/83414-351","30","30.000","10-05-2025","Kiralık Daire","2 +
                          1","100 m²","10
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Tuzla / Aydınlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/5/2/1/3/4/4/1741686693-02044-44312516.jpeg","","","","Tuzla Aydınlı  Da Havuzlu Site İçerisinde 80m2 Net 2+1 Temiz Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/19996-4154","30","62.000","10-05-2025","Kiralık Daire","4 +
                          1","140 m²","38
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / Feneryolu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/9/7/6/1/4/4/5f750cce-264f-4e6f-85ae-96babb36ed78.jpg","","","","Feneryolunda 135m2 Kalorifer-Asansör 4+1 Masrafsız Ulaşıma Yakın"
"https://www.hepsiemlak.com/istanbul-uskudar-kuzguncuk-kiralik/mustakil-ev/2207-1348","29","160.000","10-05-2025","Kiralık Müstakil Ev","4 +
                          2","320 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Kuzguncuk Mah.","https://www.hepsiemlak.com/emlak-ofisi/luici-emlak-2207/mustafa-celebi-2207","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/2/8/3/5/1/4/a82a6112-180c-4684-85e0-0707394cf063.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/0/2/2/0/0/c2de9441-8ea7-4950-8570-3aecd9a64215.jpg","Luici Emlak","Mustafa
          Çelebi","Kuzguncuk Merkezde Bahçeli Teraslı Manzarlı Kupon Müstakil Ev"
"https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-kiralik/daire/19631-2096","8","23.000","10-05-2025","Kiralık Daire","Stüdyo","42 m²","35
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beşiktaş / Ortaköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/6/6/0/6/4/4/554d672b-9f72-439e-9a4e-d43dfac06762.jpg","","","","Karadeniz Emlak Beşiktaş Ortaköy De Ful Eşyali Herşey Dahil Studyo Daire"
"https://www.hepsiemlak.com/istanbul-sisli-bozkurt-kiralik/daire/111747-1438","40","55.000","10-05-2025","Kiralık Daire","3 +
                          1","125 m²","30
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Bozkurt Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/6/6/0/6/4/4/1746867453-876013-44606667.jpeg","","","","Şişli Ergenekon Caddesi 3,5+1 125 M2 5. Kat Asansörlü"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/136218-968","35","27.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","35
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Valide-i Atik Mah.","https://www.hepsiemlak.com/emlak-ofisi/deluxe-26-gayrimenkul-136218/kadir-mutluoglu-3683190","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/5/6/0/6/4/4/86ac168a-607f-4935-a1ef-e17cb8babb40.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/1/3/8/6/3/34ed3d39-7394-4aed-9a1e-7eff92a05266.jpg","Deluxe 26 Gayrimenkul","Kadir
          Mutluoğlu","Deluxe 26 ' Dan Köşe Ferah Balkonlu Otoparklı 2+1 80 M2 Fırsatt"
"https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-kiralik/daire/136218-967","35","35.000","10-05-2025","Kiralık Daire","2 +
                          1","90 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Mimar Sinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/deluxe-26-gayrimenkul-136218/kadir-mutluoglu-3683190","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/4/6/0/6/4/4/44916d48-1067-4cdf-8d6a-1df09d0271eb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/1/3/8/6/3/34ed3d39-7394-4aed-9a1e-7eff92a05266.jpg","Deluxe 26 Gayrimenkul","Kadir
          Mutluoğlu","Deluxe 26 'dan Tam Merkezde İskeleye 5 Dk Eşyalı 2+1 85 M2 Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/22475-3041","6","21.000","10-05-2025","Kiralık Daire","Stüdyo","20 m²","30
                        Yaşında","2. Kat","","","","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/9/6/0/6/4/4/51beb091-7214-4aea-89ba-fd1d5e1252c4.jpg","","","","Beyoğlunda  Cadde  Üzerinde  Eşualı  Kiralık  Sututyo  1+0  20  M2  Kat  2"
"https://www.hepsiemlak.com/istanbul-cekmekoy-gungoren-kiralik/daire/54389-2657","18","20.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","2
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Çekmeköy / Güngören Mah.","https://www.hepsiemlak.com/emlak-ofisi/rookz-trend-54389","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/9/6/0/6/4/4/1746869012-458082-44606905.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/3/4/5/0/9327a9b4-4e6d-41ae-9bfd-cfee45f86978.jpg","Rookz Trend","","Çekmeköy Taşdelen Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-uskudar-beylerbeyi-kiralik/daire/64307-385","24","42.500","10-05-2025","Kiralık Daire","3 +
                          1","130 m²","31
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Beylerbeyi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/1/7/0/6/4/4/c71f0ff2ab0dc51eba75dbd5e02e926fba0420161991e2797160333f0e532d1b4e664fcd8c8efb738d3ac484586de337.jpg","","","","Beylerbeyi Merkezde Boğaz Manzaralı Kış Bahçeli 3 Oda 1 Salon"
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/kosk/64307-383","35","300.000","10-05-2025","Kiralık Köşk","3 +
                          0","300 m²","15
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Çengelköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/7/0/6/4/4/72ce6745f2f3f68fe509b8a14232caba220b713d30332ed3dac8a677a4f5d87ce20697b3f64f8a1024d7287759ba9774.jpg","","","","Film, Dizi Ve Reklam Çekimlerine Uygun Bahçeli Müstakil Köşk"
"https://www.hepsiemlak.com/istanbul-uskudar-beylerbeyi-kiralik/daire/64307-386","26","40.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Beylerbeyi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/1/7/0/6/4/4/ee26df80-e152-49fe-ae50-54081b0ea0b4.jpg","","","","Beylerbeyi Sahile Yakın 2 Oda 1 Salon Geniş Daire"
"https://www.hepsiemlak.com/istanbul-bagcilar-mahmutbey-kiralik/daire/145537-381","6","22.000","10-05-2025","Kiralık Daire","Stüdyo","55 m²","3
                        Yaşında","21 ve üzeri","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Bağcılar / Mahmutbey Mah.","https://www.hepsiemlak.com/emlak-ofisi/leylak-gayrimenkul-145537/ibrahim-zater-4124318","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/6/6/0/6/4/4/10cd81ff6a62a85e96ed02609388ecdc4b912b0b034b213f34d18e1841c5c94eb1ac7122b03cb7d4ab961f8e920d57cb.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Leylak Gayrimenkul","İbrahim
          Zater","Gül Proje Express 1+0 Kiralık Daire - Oturuma Hazır"
"https://www.hepsiemlak.com/istanbul-maltepe-findikli-kiralik/daire/14121-5629","35","27.000","10-05-2025","Kiralık Daire","1 +
                          1","55 m²","4
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Maltepe / Fındıklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/esinti-gayrimenkul-14121","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/7/6/0/6/4/4/d2de6dbc-5cdb-42f5-846d-60566924edc5.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/1/4/1/0/946074d0-dbb6-458b-872f-c01a5302ca9b.jpg","Esinti Gayrimenkul","","Yeditepe Üniv.Karşısı Yeni Bina, 7/24 Güvenlik, Eşyalı 1+1 Daire"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/63848-3475","17","19.000","10-05-2025","Kiralık Daire","2 +
                          1","69 m²","13
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-emlak-63848","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/6/6/0/6/4/4/ce9e2c92-549e-456e-a582-39ecd130fdea.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/8/3/6/0/8888f679-a3d0-4c49-bdd8-faa6ce466cf0.jpg","Cıty Emlak","","M.Köy Gülbağda Avrupa Konutlarının Yaninda Eşyalı 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/115511-465","29","27.000","10-05-2025","Kiralık Daire","3 +
                          1","135 m²","22
                        Yaşında","11. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/6/8/7/5/4/4/1746868631963-44578609.jpg","","","","Bahçeşehir Boğazköy'de 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/73540-11375","15","24.000","10-05-2025","Kiralık Daire","Stüdyo","45 m²","4
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Ataşehir / İçerenköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/0/7/0/6/4/4/55cabcc8-9066-4602-8ba6-deb520960473.jpg","","","","İçerenköy Mah.Full Eşyalı Faturalar Dahil Yeni Binada Stüdyo"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/101613-2327","25","23.000","10-05-2025","Kiralık Daire","2 +
                          1","65 m²","4
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/1/6/1/0/1/716ab651-5b86-4385-a23f-afad0e3b5755.jpg","","Tuncay İnşaat Gayrimenkul","","Tuncay'dan Mecidiyeköy'de Mükemmel Konumda Yeni Binada 2+1 Eşyalı Daire"
"https://www.hepsiemlak.com/istanbul-sile-kumbaba-kiralik/villa/2988-9132","33","45.000","10-05-2025","Kiralık Villa","3 +
                          1","130 m²","12
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şile / Kumbaba Mah.","","","","","","Şile Kiralık Villa Kumbaba 3+1 Sitede Havuzlu"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-cakmakli-kiralik/daire/131743-307","16","18.000","10-05-2025","Kiralık Daire","2 +
                          1","98 m²","16
                        Yaşında","11. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Büyükçekmece / Çakmaklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/site-emlak-131743","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/4/7/1/3/1/eaaa7017-97a6-4421-a618-1d1f0b6eadb1.jpg","","Site Emlak","","B.Çek.Ece Gölşehir Evlerinde Kiralık 2+1daire"
"https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-kiralik/daire/152579-97","10","13.000","10-05-2025","Kiralık Daire","1 +
                          1","85 m²","8
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Esenyurt / Mehmet Akif Ersoy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/9/6/0/6/4/4/7915f5d7-8458-4f4a-94f3-81b818b3f903.jpg","","","","Mehmet Akif Ersoy Mah'de 1+1 Düz Giriş Metrobüse Yakın Masrafsız"
"https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/136218-969","21","35.000","10-05-2025","Kiralık Daire","2 +
                          1","100 m²","40
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Zeynep Kamil Mah.","https://www.hepsiemlak.com/emlak-ofisi/deluxe-26-gayrimenkul-136218/kadir-mutluoglu-3683190","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/5/6/0/6/4/4/d4abecb6-a09c-4845-9376-577209f4894c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/9/1/3/8/6/3/34ed3d39-7394-4aed-9a1e-7eff92a05266.jpg","Deluxe 26 Gayrimenkul","Kadir
          Mutluoğlu","Deluxe 26 ' Dan İçif Full Yapılı Çift Cephe Balkonlu 2+1 Fırsatt"
"https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/45778-5450","13","32.000","10-05-2025","Kiralık Daire","2 +
                          1","90 m²","41
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beyoğlu / Firuzağa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/9/6/0/6/4/4/dbedf83a-0125-4a0a-bc1a-7f2bd9e842e8.jpg","","","","Cihangir Meydana Yakın Kiralık Daire  2+1   80m Balkonlu Kombili"
"https://www.hepsiemlak.com/istanbul-uskudar-beylerbeyi-kiralik/daire/64307-384","27","75.000","10-05-2025","Kiralık Daire","3 +
                          1","130 m²","31
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Üsküdar / Beylerbeyi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/1/7/0/6/4/4/ceb92ce8941dc38cbb40ec64a1a8ac19e2d22a341e4fd409877a49373f4f325f9d3952f77d275149be7ba5333f99509c.jpg","","","","Beylerbeyi Sahilde Boğaz Manzaralı 3 Oda 1 Salon Masrafsız Daire"
"https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/19884-58","23","25.500","10-05-2025","Kiralık Daire","3 +
                          1","125 m²","25
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Avcılar / Cihangir Mah.","https://www.hepsiemlak.com/emlak-ofisi/tusba-emlak-19884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/4/0/0/6/4/4/ac3334f8-9220-43c3-ba3e-5069fa34504d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/8/9/1/0/d4a8e284-c2d6-46cf-be5c-5c77bc558d51.jpg","Tuşba Emlak","","Tuşba Emlak'  Dan Avcılar Merkezde 3+1 120 M2 Metrobüse 5 Dk. Yürüme Mesafesinde Kentsel Durumu Yok"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/30863-9790","26","100.000","10-05-2025","Kiralık Daire","4 +
                          1","225 m²","30
                        Yaşında","4. Kat","","","","İstanbul / Bahçelievler / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/rekar-gayrimenkul-30863/yakup-kartal-30863","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/3/6/0/6/4/4/541d981e-f9b9-4115-9678-d1b6f477409e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/6/8/0/3/0/84e2048c-c5ff-484c-9857-bd70ccc3271f.jpg","Re/kar Gayrimenkul","Yakup
          Kartal","Bahçelievler Bahçelinizam Medicana Arkası Lüks 4+1 225m2 4.Kat Asansörlü Açık Otoparklı"
"https://www.hepsiemlak.com/istanbul-umraniye-ataturk-kiralik/daire/120150-3221","26","32.000","10-05-2025","Kiralık Daire","2 +
                          1","110 m²","25
                        Yaşında","5. Kat","","","","İstanbul / Ümraniye / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/2/1/2/3/4/4/54fd03a0-25ec-4db4-8944-dd4686e93496.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/9/9/1/4/7/2/97544f00-ed93-41d7-b14d-0020d641f3a6.jpg","F-l Emlak","Fatih
          Latif","F-L Emlaktan Ümraniye Metro Çarşı Yakını 2+1 Eşyalı Çatı Katı"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/104328-532","22","32.000","10-05-2025","Kiralık Daire","2 +
                          1","135 m²","19
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/nautilus-gayrimenkul-104328","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/3/9/5/0/4/4/63d1d921-ae36-4fea-b15c-e75a5bc3a729.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/3/4/0/1/f71ba231-4cbd-4838-a46a-e872707024ec.jpg","Nautılus Gayrimenkul","","Bahçeşehir Merkez Funda Sitesi 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/30486-1818","25","36.000","10-05-2025","Kiralık Daire","2 +
                          1","85 m²","14
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/fem-gayrimenkul-30486/adem-adem-30486","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/6/9/2/5/4/4/06b66151-356e-4c7b-8f7c-5d942333dfea.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Fem Gayrimenkul","Adem
          Adem","Şişli Feriköy'de 14 Yıllık Binada Kapalı Otoparklı  Eşyalı 2+1 Ara Kat Daire"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/103214-975","25","11.000","10-05-2025","Kiralık Daire","3 +
                          1","120 m²","32
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Küçükçekmece / Cennet Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/6/9/7/1/4/4/1739360401576-44179643.jpg","","","","İrem Emlaktan Küçükçekmece Fatih Mahallesinde Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-bakirkoy-kartaltepe-kiralik/daire/34291-111","21","28.000","10-05-2025","Kiralık Daire","2 +
                          0","115 m²","45
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Bakırköy / Kartaltepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/8/8/9/4/4/4/57235408-95ae-4306-858b-639871a2c0a2.jpg","","","","2be Gayrimenkul'den 2+1 Açık Otoparklı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/18707-16811","24","45.000","10-05-2025","Kiralık Daire","2 +
                          1","100 m²","35
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beyoğlu / Ömer Avni Mah.","https://www.hepsiemlak.com/emlak-ofisi/nuray-ceylan-emlak-18707","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/0/9/7/5/4/4/9e174b61-a04b-42ed-ad0a-3d38ab153212.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/7/8/1/0/780e942a-7a37-46bf-9fd4-d48faaba84b8.jpg","Nuray Ceylan Emlak","","Ceylan'dan Gümüşsuyu'nda Kısmi Deniz Manzaralı Müstakil Teraslı 2+1"
